BUYER_COUNTY,BUYER_STATE,mme,year,population
KINGSBURY,SD,440.96958749999885,2010,5169.0
MARSHALL,SD,563.5513214999994,2010,4618.0
BRULE,SD,770.3837250000009,2010,5128.0
BUTTE,SD,924.7886999999997,2010,9888.0
TRIPP,SD,1348.996574999999,2010,5743.0
BUTTE,SD,1011.2138250000012,2011,10037.0
STANLEY,SD,418.36199999999945,2011,2928.0
DEWEY,SD,0.6054,2011,5331.0
MINER,SD,107.0826,2011,2388.0
HAND,SD,600.1695,2011,3408.0
EDMUNDS,SD,311.5218788624996,2011,4050.0
HAAKON,SD,529.0786499999998,2011,1734.0
POTTER,SD,600.0821249999998,2011,2375.0
GREGORY,SD,1104.4391338500018,2011,4253.0
DEUEL,SD,619.7701500000006,2011,4366.0
WALWORTH,SD,1826.0813625000005,2011,5429.0
MEADE,SD,2286.091552500006,2011,25245.0
GRANT,SD,832.2205500000001,2011,7353.0
CLARK,SD,259.8088874999997,2011,3687.0
MCCOOK,SD,384.0323288624997,2011,5613.0
TRIPP,SD,2007.339300000004,2011,5673.0
MCPHERSON,SD,233.8390049999996,2011,2482.0
FALL RIVER,SD,2489.1550275000072,2011,7053.0
FAULK,SD,388.0929749999994,2011,2381.0
PERKINS,SD,580.6850624999997,2011,2898.0
DAY,SD,649.3756274999997,2011,5701.0
YANKTON,SD,6316.546387500119,2011,22350.0
BENNETT,SD,201.71114999999958,2011,3435.0
TURNER,SD,823.7866500000008,2011,8357.0
BRULE,SD,1033.543755000002,2011,5187.0
LAWRENCE,SD,6372.0841729501,2011,23897.0
PENNINGTON,SD,24446.634381563348,2011,99611.0
CHARLES MIX,SD,1231.0036125000024,2011,9095.0
KINGSBURY,SD,565.4265524999996,2011,5159.0
BROWN,SD,6534.257055000274,2011,36265.0
HUTCHINSON,SD,1305.0728025,2011,7345.0
MARSHALL,SD,735.1097624999995,2011,4614.0
UNION,SD,4249.772814525036,2011,14155.0
BON HOMME,SD,972.0933,2011,7039.0
JERAULD,SD,265.58512499999995,2011,2044.0
LYMAN,SD,238.11067499999973,2011,3745.0
MOODY,SD,425.57387999999963,2011,6497.0
DAVISON,SD,4005.543303862509,2011,19446.0
DOUGLAS,SD,294.41253749999964,2011,3013.0
MINNEHAHA,SD,52684.93267612749,2011,168014.0
MELLETTE,SD,683.4201750000008,2011,2039.0
LAKE,SD,1388.9790375000025,2011,11193.0
CUSTER,SD,1416.017062500002,2011,8155.0
BEADLE,SD,2900.3665725000005,2011,17111.0
CLAY,SD,1629.3439665749966,2011,13902.0
BROOKINGS,SD,4291.598640450002,2011,31639.0
CODINGTON,SD,6009.458932500137,2011,27180.0
HUGHES,SD,4028.2115550000153,2011,16943.0
ROBERTS,SD,818.0484750000023,2011,10094.0
SPINK,SD,924.9646499999992,2011,6470.0
LINCOLN,SD,4414.2553650000345,2011,43276.0
MELLETTE,SD,827.1678750000012,2012,2057.0
DAVISON,SD,4881.802238400058,2012,19513.0
YANKTON,SD,7210.902941362632,2012,22434.0
CODINGTON,SD,5993.486932500104,2012,27284.0
LAWRENCE,SD,6406.478277712625,2012,24063.0
GRANT,SD,752.8340250000006,2012,7324.0
HUGHES,SD,4220.951062500032,2012,17064.0
MINNEHAHA,SD,51978.55285931376,2012,170342.0
FAULK,SD,435.8447249999992,2012,2374.0
PENNINGTON,SD,24425.757133838222,2012,101240.0
BEADLE,SD,3220.3534350000145,2012,17372.0
DEWEY,SD,25.12410000000001,2012,5358.0
PERKINS,SD,496.5268874999995,2012,2890.0
STANLEY,SD,490.0217999999997,2012,2940.0
LYMAN,SD,252.82544999999988,2012,3752.0
HAAKON,SD,452.896725,2012,1852.0
DEUEL,SD,371.8644449999995,2012,4376.0
CUSTER,SD,1827.1589250000034,2012,8219.0
LAKE,SD,1476.5011650000029,2012,11364.0
CLAY,SD,1679.4593883750033,2012,13966.0
GREGORY,SD,1100.9385397500016,2012,4251.0
MCCOOK,SD,381.0497624999995,2012,5592.0
ROBERTS,SD,892.806525000003,2012,10158.0
FALL RIVER,SD,2534.405437500007,2012,7028.0
CLARK,SD,223.4966999999997,2012,3653.0
SPINK,SD,923.3825249999996,2012,6483.0
DOUGLAS,SD,419.8251749999994,2012,2992.0
WALWORTH,SD,1909.987725000005,2012,5443.0
MCPHERSON,SD,233.0224349999997,2012,2485.0
BUTTE,SD,1137.0231374999996,2012,10122.0
MEADE,SD,1857.364091362496,2012,25456.0
BON HOMME,SD,1024.4927025000013,2012,7041.0
BRULE,SD,1063.0902825000028,2012,5236.0
MINER,SD,99.38640000000014,2012,2365.0
EDMUNDS,SD,418.41373499999946,2012,4050.0
BROWN,SD,6909.9521175002865,2012,36562.0
TURNER,SD,1039.1389125000017,2012,8344.0
LINCOLN,SD,5082.5288550000505,2012,45055.0
DAY,SD,667.1683125000008,2012,5673.0
CHARLES MIX,SD,1055.193000000002,2012,9127.0
HAND,SD,601.5250875,2012,3394.0
KINGSBURY,SD,675.5292525000002,2012,5159.0
TRIPP,SD,2340.8126250000087,2012,5608.0
MARSHALL,SD,681.2835749999998,2012,4631.0
UNION,SD,5105.026558162563,2012,14377.0
BENNETT,SD,261.2031299999993,2012,3432.0
JERAULD,SD,286.8942749999996,2012,2047.0
HUTCHINSON,SD,1260.8872838625039,2012,7283.0
BROOKINGS,SD,3846.6181586250177,2012,31973.0
POTTER,SD,665.4807749999998,2012,2327.0
MOODY,SD,490.1465624999997,2012,6474.0
RUTHERFORD,TN,49725.975258040125,2006,233247.0
MONTGOMERY,TN,32792.18334150128,2006,153054.0
DYER,TN,11120.397210000096,2006,38043.0
TIPTON,TN,7570.7861100000855,2006,57466.0
CLAY,TN,9544.35776000002,2006,7977.0
TROUSDALE,TN,2208.5392350000047,2006,7531.0
HAYWOOD,TN,1138.5791750000076,2006,19288.0
SUMNER,TN,37230.33936100175,2006,148941.0
LEWIS,TN,3755.605025,2006,11817.0
LINCOLN,TN,11938.092627000158,2006,32310.0
KNOX,TN,388622.59696061467,2006,411785.0
FAYETTE,TN,3794.255632724986,2006,35667.0
SULLIVAN,TN,115062.94428017116,2006,154227.0
MCMINN,TN,27199.05735826317,2006,51610.0
HAMBLEN,TN,123558.27153495273,2006,60629.0
WARREN,TN,17779.683992500275,2006,39190.0
GREENE,TN,32871.85634150069,2006,67153.0
BRADLEY,TN,36903.55379281388,2006,94638.0
ROANE,TN,65860.54206086548,2006,53821.0
SHELBY,TN,142928.6064974747,2006,920106.0
MONROE,TN,18370.542009363002,2006,42955.0
SCOTT,TN,11495.218682500095,2006,22034.0
CHEATHAM,TN,8872.522452500085,2006,38186.0
CAMPBELL,TN,32989.204280900536,2006,40475.0
GIBSON,TN,12003.130268500176,2006,48101.0
BLOUNT,TN,54102.568043952226,2006,118228.0
PUTNAM,TN,27614.268592676293,2006,68493.0
HENDERSON,TN,4946.204295000034,2006,27066.0
MAURY,TN,23320.143277725474,2006,75795.0
WHITE,TN,6099.842287500085,2006,24866.0
OVERTON,TN,11985.38831750002,2006,21371.0
MARSHALL,TN,11903.127987500122,2006,28821.0
BENTON,TN,9206.059606500063,2006,16435.0
CARROLL,TN,14997.52626386279,2006,28791.0
DECATUR,TN,6629.722861362562,2006,11567.0
WAYNE,TN,5464.235422500015,2006,17033.0
OBION,TN,5693.324378862559,2006,31990.0
HENRY,TN,16942.232068362715,2006,31686.0
STEWART,TN,1916.2477125,2006,12866.0
MCNAIRY,TN,12061.949450225144,2006,25445.0
PERRY,TN,2648.188030000007,2006,7620.0
ROBERTSON,TN,21783.688750225385,2006,61551.0
ANDERSON,TN,60647.863707539866,2006,73117.0
MACON,TN,4491.118390000016,2006,21556.0
COFFEE,TN,26149.88575112564,2006,51646.0
CANNON,TN,5599.4184075000185,2006,13280.0
HUMPHREYS,TN,5460.9840788625315,2006,18234.0
LAKE,TN,1117.8030525000017,2006,7846.0
CROCKETT,TN,2211.9159225000053,2006,14430.0
WILLIAMSON,TN,32366.992023126226,2006,161902.0
CUMBERLAND,TN,24399.07042422584,2006,53363.0
LAWRENCE,TN,13579.363218862783,2006,40773.0
GILES,TN,9185.628066000088,2006,29515.0
HOUSTON,TN,3018.8556074999988,2006,8080.0
DAVIDSON,TN,197972.00873971448,2006,597597.0
MADISON,TN,27546.49908397612,2006,96681.0
WEAKLEY,TN,6670.705560450082,2006,34289.0
WILSON,TN,23997.635071263085,2006,103697.0
HAMILTON,TN,135987.40566448876,2006,321350.0
CLAIBORNE,TN,32556.389320450267,2006,31481.0
HANCOCK,TN,2724.480734500005,2006,6730.0
LAUDERDALE,TN,5193.316100000042,2006,27548.0
MORGAN,TN,14158.816189087722,2006,21156.0
MARION,TN,9041.07304350014,2006,27992.0
SEQUATCHIE,TN,7711.138605000071,2006,13282.0
FENTRESS,TN,14357.836717725117,2006,17514.0
BEDFORD,TN,9427.19583050013,2006,42780.0
FRANKLIN,TN,18646.24240845036,2006,40877.0
POLK,TN,16377.879800000119,2006,16539.0
CHESTER,TN,2930.0280799999896,2006,16491.0
RHEA,TN,13293.606883000271,2006,30440.0
GRUNDY,TN,11292.678941000058,2006,14073.0
SEVIER,TN,45997.9842995017,2006,84098.0
UNION,TN,15831.060502500068,2006,18896.0
JACKSON,TN,4278.2835483125,2006,11317.0
SMITH,TN,13980.070254175176,2006,18726.0
MEIGS,TN,1811.6314800000039,2006,11346.0
MOORE,TN,285.1205374999999,2006,6123.0
WASHINGTON,TN,53709.70066472712,2006,115923.0
GRAINGER,TN,12546.085904500054,2006,22175.0
JOHNSON,TN,7044.130122725005,2006,18059.0
COCKE,TN,33024.422394363064,2006,35001.0
PICKETT,TN,2564.4058590000004,2006,5023.0
BLEDSOE,TN,2865.941173499997,2006,12847.0
HARDEMAN,TN,3928.4313074999823,2006,27816.0
DEKALB,TN,9399.136220500071,2006,18289.0
DICKSON,TN,15468.4722107252,2006,47229.0
HARDIN,TN,12869.446451862705,2006,25863.0
UNICOI,TN,9317.568775450143,2006,18143.0
HAWKINS,TN,23891.673501725352,2006,56030.0
HICKMAN,TN,3079.629315000004,2006,24159.0
JEFFERSON,TN,31041.24254322565,2006,49079.0
CARTER,TN,22482.437746725333,2006,57877.0
LOUDON,TN,26971.208274500445,2006,45207.0
CLAIBORNE,TN,41508.91309085018,2007,31729.0
UNION,TN,19906.29654500005,2007,19041.0
CHEATHAM,TN,12092.1660945001,2007,38637.0
MONTGOMERY,TN,36412.0839409517,2007,160642.0
WEAKLEY,TN,9141.291288300108,2007,34256.0
WILLIAMSON,TN,38650.3377415896,2007,169534.0
MACON,TN,6006.867429725051,2007,21693.0
HAWKINS,TN,27784.456744812964,2007,56380.0
RUTHERFORD,TN,62879.900364178044,2007,243953.0
ROBERTSON,TN,28764.361372725503,2007,63143.0
CAMPBELL,TN,40532.91844121355,2007,40480.0
OBION,TN,7277.923853587568,2007,31972.0
PERRY,TN,1362.0026900000016,2007,7692.0
HARDEMAN,TN,4534.607287500014,2007,27835.0
ANDERSON,TN,68070.96349057769,2007,73580.0
SMITH,TN,17703.146470887743,2007,18905.0
STEWART,TN,2573.352364999995,2007,12997.0
CANNON,TN,6230.594345000059,2007,13435.0
HENRY,TN,23596.079638825235,2007,31833.0
GRAINGER,TN,17789.042807500038,2007,22309.0
WAYNE,TN,6633.300292500055,2007,16991.0
PICKETT,TN,3408.072270000003,2007,5053.0
OVERTON,TN,9555.039848000031,2007,21683.0
JOHNSON,TN,9169.714775000028,2007,18212.0
DECATUR,TN,7619.729744000121,2007,11721.0
JACKSON,TN,4229.056371900008,2007,11391.0
FENTRESS,TN,16660.448811862538,2007,17599.0
MEIGS,TN,2614.8084600000047,2007,11436.0
MARSHALL,TN,15155.286566225142,2007,29494.0
TROUSDALE,TN,2936.002634000009,2007,7694.0
BLOUNT,TN,59235.61470767753,2007,119950.0
GRUNDY,TN,12349.258558000049,2007,14048.0
MCMINN,TN,29792.91113001333,2007,51912.0
DYER,TN,14024.469643725059,2007,38077.0
BRADLEY,TN,44643.712742164265,2007,96336.0
CLAY,TN,9552.129925000028,2007,7901.0
MORGAN,TN,15644.479790437696,2007,21601.0
DEKALB,TN,10413.478508525115,2007,18414.0
HANCOCK,TN,3065.8621375000066,2007,6816.0
SEQUATCHIE,TN,9425.472201000111,2007,13650.0
JEFFERSON,TN,37967.73223200074,2007,50184.0
HAYWOOD,TN,1384.5231450000126,2007,19142.0
LINCOLN,TN,12224.609706950081,2007,32563.0
BLEDSOE,TN,3467.1859845000026,2007,13028.0
HAMBLEN,TN,158418.3818950037,2007,61592.0
LOUDON,TN,28982.975004500666,2007,46294.0
SULLIVAN,TN,125065.85643112351,2007,155367.0
LEWIS,TN,4555.788652500023,2007,11961.0
HUMPHREYS,TN,5609.114846675079,2007,18405.0
UNICOI,TN,11098.231104175205,2007,18205.0
ROANE,TN,65235.684665452725,2007,54129.0
LAKE,TN,1291.7696850000016,2007,7846.0
SCOTT,TN,12546.324282500169,2007,22179.0
CARTER,TN,24649.59546936292,2007,57781.0
RHEA,TN,16990.081532500306,2007,30769.0
CUMBERLAND,TN,27842.523442550955,2007,54534.0
MONROE,TN,21141.991136538138,2007,43735.0
SEVIER,TN,48517.43513586453,2007,86284.0
LAWRENCE,TN,16102.174221362902,2007,41072.0
GREENE,TN,34883.05941057541,2007,67840.0
GILES,TN,13120.48649800015,2007,29494.0
BEDFORD,TN,10885.095770862645,2007,43678.0
MARION,TN,10252.780930500174,2007,28074.0
WHITE,TN,8061.149875500161,2007,25250.0
MOORE,TN,298.0060499999998,2007,6210.0
POLK,TN,18835.153362000143,2007,16599.0
FRANKLIN,TN,19867.75233558784,2007,41151.0
HENDERSON,TN,6196.286968000049,2007,27370.0
WILSON,TN,28657.30094892585,2007,106757.0
COFFEE,TN,29750.96703888834,2007,52022.0
SUMNER,TN,44515.629854314626,2007,152949.0
SHELBY,TN,153742.02344202812,2007,921119.0
HARDIN,TN,11898.443694500242,2007,25983.0
CARROLL,TN,18958.293319087723,2007,28793.0
WARREN,TN,22551.156922088114,2007,39365.0
PUTNAM,TN,33396.523425076535,2007,69468.0
FAYETTE,TN,4385.435167362508,2007,36953.0
HOUSTON,TN,3687.603735000002,2007,8219.0
LAUDERDALE,TN,5599.567550000072,2007,27703.0
HAMILTON,TN,163934.11349145338,2007,324784.0
MAURY,TN,27226.757516863487,2007,77857.0
DICKSON,TN,16454.976535725178,2007,48287.0
CHESTER,TN,3079.637114999991,2007,16622.0
MADISON,TN,27525.131009313864,2007,97021.0
MCNAIRY,TN,11405.482508500141,2007,25541.0
GIBSON,TN,13620.573283862681,2007,48474.0
TIPTON,TN,9365.8042163626,2007,58866.0
DAVIDSON,TN,206135.50539110712,2007,605031.0
CROCKETT,TN,2647.321136362508,2007,14491.0
WASHINGTON,TN,62736.10967707754,2007,117833.0
KNOX,TN,467656.5234410342,2007,419096.0
BENTON,TN,11285.834002500063,2007,16490.0
COCKE,TN,39786.63612536316,2007,35272.0
HICKMAN,TN,3718.308165000009,2007,24490.0
HAMILTON,TN,187272.2346613285,2008,328711.0
UNION,TN,22652.625180000083,2008,19208.0
HOUSTON,TN,3365.744925000008,2008,8320.0
CANNON,TN,7131.97753350004,2008,13822.0
SHELBY,TN,179669.98385325816,2008,920685.0
BRADLEY,TN,54035.48159632661,2008,97547.0
GRUNDY,TN,14015.8126145001,2008,13963.0
ROANE,TN,69584.82715336572,2008,54374.0
WEAKLEY,TN,11758.604146075117,2008,34484.0
COFFEE,TN,30088.34814947576,2008,52460.0
MONROE,TN,23620.39294158824,2008,44437.0
SCOTT,TN,14557.659432000075,2008,22214.0
PICKETT,TN,4224.01472272501,2008,5122.0
GIBSON,TN,13842.961197500159,2008,49209.0
MACON,TN,6683.08022350005,2008,22017.0
BLOUNT,TN,70339.10507476621,2008,121716.0
ROBERTSON,TN,35493.384931225846,2008,64780.0
HARDEMAN,TN,5042.755012500028,2008,27837.0
MONTGOMERY,TN,42614.503802252584,2008,162144.0
HUMPHREYS,TN,6190.4440794375805,2008,18411.0
MADISON,TN,31296.214375976226,2008,97064.0
WARREN,TN,24751.370212863214,2008,39534.0
SMITH,TN,21828.69445402529,2008,19179.0
DYER,TN,16598.94568500005,2008,38149.0
HENDERSON,TN,7431.987297500053,2008,27655.0
DEKALB,TN,11290.66308630012,2008,18693.0
GRAINGER,TN,20927.977845225032,2008,22380.0
RUTHERFORD,TN,91738.31921349387,2008,252565.0
JACKSON,TN,4902.619800037507,2008,11555.0
WASHINGTON,TN,69910.65184716613,2008,120056.0
WHITE,TN,9893.165620000133,2008,25548.0
DAVIDSON,TN,249766.0406617732,2008,612649.0
GILES,TN,15732.63322750012,2008,29705.0
CLAY,TN,9381.388612500015,2008,7862.0
SUMNER,TN,50601.48445350248,2008,155999.0
CHEATHAM,TN,13449.215407500149,2008,38947.0
FENTRESS,TN,20525.355782812538,2008,17851.0
LAWRENCE,TN,18659.452081225532,2008,41272.0
PUTNAM,TN,37298.533176601624,2008,70746.0
BEDFORD,TN,12351.1816875002,2008,44395.0
LEWIS,TN,4727.692275000022,2008,11986.0
JOHNSON,TN,9448.125873175044,2008,18220.0
CUMBERLAND,TN,30312.61360781353,2008,55184.0
FAYETTE,TN,5542.208162587621,2008,37851.0
GREENE,TN,38180.111823900246,2008,68328.0
KNOX,TN,511928.5903902113,2008,425276.0
WILSON,TN,32987.18339440083,2008,110474.0
LAKE,TN,1848.355762500006,2008,7812.0
CROCKETT,TN,2577.768334087507,2008,14541.0
HAMBLEN,TN,145480.61138900372,2008,62101.0
SULLIVAN,TN,134149.77068641034,2008,156028.0
CAMPBELL,TN,46650.606838488435,2008,40672.0
ANDERSON,TN,78648.9262587906,2008,74397.0
HENRY,TN,24744.31720971272,2008,32106.0
CHESTER,TN,3524.776319999993,2008,16840.0
HANCOCK,TN,3486.8885750000068,2008,6765.0
OVERTON,TN,10515.344722500035,2008,21756.0
HICKMAN,TN,3838.9522350000093,2008,24623.0
CARTER,TN,26770.90104558793,2008,57895.0
MARION,TN,12117.686956500183,2008,28138.0
BLEDSOE,TN,3983.3182238624986,2008,13070.0
MAURY,TN,29093.871478226025,2008,79666.0
LAUDERDALE,TN,6068.285677500096,2008,27840.0
COCKE,TN,43870.23535750096,2008,35666.0
WAYNE,TN,8344.823145000051,2008,17004.0
OBION,TN,8601.151131000106,2008,31971.0
UNICOI,TN,10850.827077087662,2008,18291.0
FRANKLIN,TN,15941.740448037983,2008,41093.0
POLK,TN,19536.620643000042,2008,16759.0
DECATUR,TN,8573.157039862652,2008,11769.0
LOUDON,TN,29128.608006863014,2008,47342.0
CARROLL,TN,23374.37619122525,2008,28645.0
DICKSON,TN,18975.025720987782,2008,48929.0
MARSHALL,TN,15317.59420685008,2008,30108.0
JEFFERSON,TN,44990.71387386334,2008,51014.0
MOORE,TN,248.1207374999997,2008,6299.0
MCMINN,TN,32591.72563631345,2008,52284.0
MORGAN,TN,17579.540455437662,2008,21734.0
TROUSDALE,TN,3799.499659500008,2008,7777.0
WILLIAMSON,TN,46297.410564177255,2008,175498.0
CLAIBORNE,TN,44260.28881476289,2008,32006.0
MEIGS,TN,2289.126657500005,2008,11606.0
LINCOLN,TN,11373.250967000105,2008,32975.0
TIPTON,TN,11976.830168362527,2008,60128.0
RHEA,TN,18814.89518136292,2008,31308.0
SEVIER,TN,57079.14409020207,2008,87983.0
BENTON,TN,11810.595937500166,2008,16431.0
STEWART,TN,4327.229827499992,2008,13199.0
MCNAIRY,TN,10976.180331000134,2008,25766.0
SEQUATCHIE,TN,10648.443090362638,2008,13904.0
PERRY,TN,1714.1678213625082,2008,7794.0
HAYWOOD,TN,1747.8175878125119,2008,18996.0
HAWKINS,TN,29919.65976486287,2008,56698.0
HARDIN,TN,13119.544624000213,2008,26059.0
MARION,TN,15048.052710225169,2009,27960.0
SEVIER,TN,68350.96795136535,2009,83448.0
DYER,TN,19249.200810000082,2009,37698.0
LOUDON,TN,35455.520921363306,2009,45176.0
LAUDERDALE,TN,7959.702383400143,2009,26568.0
CLAY,TN,10429.503540000022,2009,7937.0
CHEATHAM,TN,14704.746090000188,2009,39042.0
DEKALB,TN,14341.659615000171,2009,18624.0
SEQUATCHIE,TN,13283.665837500175,2009,13377.0
BEDFORD,TN,14439.523301362731,2009,44291.0
WASHINGTON,TN,76227.96795679089,2009,116750.0
LINCOLN,TN,11966.654400000107,2009,32764.0
BLEDSOE,TN,4353.6244875000175,2009,12941.0
SUMNER,TN,59871.70875112754,2009,151874.0
HANCOCK,TN,4487.4463500000065,2009,6633.0
JEFFERSON,TN,53355.353741588224,2009,50116.0
MADISON,TN,37156.95136886387,2009,96346.0
LEWIS,TN,5658.883387500047,2009,11466.0
MCMINN,TN,35998.3752474387,2009,52055.0
HAYWOOD,TN,1991.4658129500128,2009,19155.0
HAWKINS,TN,33707.714141587705,2009,56957.0
ROANE,TN,77418.14416136597,2009,53186.0
GRUNDY,TN,15523.745422500093,2009,14262.0
SCOTT,TN,17943.455396362606,2009,21852.0
GIBSON,TN,15692.653713862604,2009,48586.0
RHEA,TN,21950.046465225438,2009,30633.0
MONROE,TN,27939.118530450698,2009,44602.0
CLAIBORNE,TN,49405.703562263116,2009,31081.0
BENTON,TN,13377.116940000162,2009,16130.0
CAMPBELL,TN,48758.49345000106,2009,40646.0
HARDIN,TN,13396.208628862796,2009,26093.0
ANDERSON,TN,95976.37653769237,2009,73382.0
BLOUNT,TN,91362.58148250423,2009,119489.0
WILSON,TN,41122.51050180115,2009,106472.0
HOUSTON,TN,3291.726585000012,2009,8041.0
FRANKLIN,TN,16964.31460181285,2009,41021.0
COCKE,TN,47752.377727500665,2009,35406.0
HICKMAN,TN,4325.990790000013,2009,23670.0
FAYETTE,TN,7030.417920000135,2009,36820.0
DICKSON,TN,25321.02980816286,2009,47140.0
POLK,TN,21482.37782249995,2009,15735.0
KNOX,TN,521447.08211475704,2009,423655.0
SULLIVAN,TN,155255.3572127365,2009,153314.0
WARREN,TN,28310.74651522556,2009,39915.0
BRADLEY,TN,62669.554741126376,2009,95184.0
UNICOI,TN,11717.653204537657,2009,17686.0
HAMBLEN,TN,145428.46545067898,2009,61698.0
CARTER,TN,28657.741365000238,2009,58955.0
MORGAN,TN,20392.66067021277,2009,19294.0
GREENE,TN,40903.776739087996,2009,65698.0
HAMILTON,TN,215001.10198489376,2009,330941.0
SHELBY,TN,202468.42624012352,2009,918186.0
CHESTER,TN,4395.133845000014,2009,16106.0
JOHNSON,TN,10635.67800112502,2009,18019.0
SMITH,TN,25814.15499202516,2009,18863.0
DECATUR,TN,10556.632177500152,2009,11472.0
PERRY,TN,2964.033735225009,2009,7694.0
DAVIDSON,TN,321739.6126982049,2009,621465.0
HENRY,TN,26398.170228862567,2009,31567.0
FENTRESS,TN,24822.976919999986,2009,17412.0
TROUSDALE,TN,6355.275003862554,2009,7682.0
MACON,TN,7644.860932500073,2009,21708.0
CUMBERLAND,TN,34918.85670427581,2009,52852.0
COFFEE,TN,34518.53694202563,2009,51694.0
MEIGS,TN,2605.735905000011,2009,11747.0
PUTNAM,TN,40513.90370407632,2009,69938.0
OBION,TN,9717.420277500116,2009,31610.0
UNION,TN,26572.17153750008,2009,18927.0
GILES,TN,13368.714645000095,2009,29075.0
JACKSON,TN,5436.703680000017,2009,10896.0
MCNAIRY,TN,12476.531816362683,2009,25436.0
OVERTON,TN,12036.354232500049,2009,20816.0
LAWRENCE,TN,21589.424085225448,2009,40899.0
HARDEMAN,TN,5540.219797500042,2009,27759.0
LAKE,TN,2242.7139150000053,2009,7404.0
WEAKLEY,TN,13263.753728850117,2009,33389.0
CROCKETT,TN,3380.6051063625137,2009,14408.0
CARROLL,TN,26678.52172635052,2009,28686.0
MONTGOMERY,TN,53223.61167409049,2009,153491.0
HENDERSON,TN,10388.928307500082,2009,26687.0
WAYNE,TN,9570.576922500048,2009,16592.0
MARSHALL,TN,14948.176642725193,2009,29297.0
TIPTON,TN,14885.7758625,2009,57543.0
HUMPHREYS,TN,7976.795535450111,2009,18151.0
CANNON,TN,8415.735862500049,2009,13505.0
WILLIAMSON,TN,53922.35447658963,2009,165526.0
MAURY,TN,34977.52908772605,2009,80190.0
MOORE,TN,244.357725,2009,6044.0
RUTHERFORD,TN,139469.72741749848,2009,240181.0
PICKETT,TN,5771.005207500027,2009,4803.0
WHITE,TN,11992.049089087674,2009,24897.0
ROBERTSON,TN,41319.665006363415,2009,63521.0
GRAINGER,TN,20699.282737500005,2009,22549.0
STEWART,TN,4343.988892725005,2009,13078.0
MONTGOMERY,TN,65017.269127953026,2010,163603.0
MARSHALL,TN,17429.599219087693,2010,29902.0
MONROE,TN,45849.45553800121,2010,44015.0
JEFFERSON,TN,61604.972295450556,2010,50600.0
TROUSDALE,TN,8460.994725000093,2010,7751.0
BRADLEY,TN,68130.25279106428,2010,97192.0
JOHNSON,TN,9833.922705449997,2010,18190.0
MARION,TN,15447.481582500171,2010,28123.0
SHELBY,TN,205721.8857087729,2010,922696.0
HAMILTON,TN,240193.43536423013,2010,328960.0
CANNON,TN,12378.092782500087,2010,13631.0
LAUDERDALE,TN,9381.353734312645,2010,27745.0
WASHINGTON,TN,74554.64777658983,2010,119768.0
WEAKLEY,TN,16151.817398175159,2010,34557.0
POLK,TN,21697.34482499989,2010,16690.0
OBION,TN,11901.500426812649,2010,31905.0
HARDIN,TN,13350.106282500408,2010,25995.0
CARTER,TN,29279.133420000107,2010,57710.0
WAYNE,TN,10452.234682500068,2010,17016.0
MEIGS,TN,3128.916834862514,2010,11581.0
PICKETT,TN,10098.753757500075,2010,5072.0
DICKSON,TN,31239.819427950362,2010,48712.0
RHEA,TN,25748.8596868129,2010,31215.0
DECATUR,TN,10324.105005225128,2010,11716.0
BLOUNT,TN,134391.019890005,2010,121140.0
WILSON,TN,52700.950368376194,2010,109563.0
ROANE,TN,79883.1656550032,2010,54156.0
UNICOI,TN,11720.675569087625,2010,18257.0
HENDERSON,TN,10878.873810000188,2010,27518.0
CAMPBELL,TN,56775.538470676074,2010,40623.0
COFFEE,TN,37643.779047263284,2010,52344.0
MACON,TN,9094.23443250006,2010,21934.0
SCOTT,TN,23825.950387725097,2010,22171.0
HICKMAN,TN,5437.802737725006,2010,24506.0
LOUDON,TN,39472.406629088466,2010,47102.0
GIBSON,TN,17881.156710225343,2010,49015.0
ANDERSON,TN,97731.83562112924,2010,74257.0
GRUNDY,TN,17328.50811000011,2010,13910.0
ROBERTSON,TN,45944.01963750085,2010,64347.0
MOORE,TN,336.11392499999937,2010,6266.0
DAVIDSON,TN,403280.5842636626,2010,612884.0
GREENE,TN,51109.87572000053,2010,68172.0
LEWIS,TN,6639.143242500082,2010,12003.0
HARDEMAN,TN,6399.116647500039,2010,27655.0
JACKSON,TN,6815.415525000034,2010,11491.0
SMITH,TN,29487.13935360018,2010,19035.0
CHEATHAM,TN,15855.127545000176,2010,38809.0
LAWRENCE,TN,26745.718571363017,2010,41319.0
LINCOLN,TN,13588.626517500137,2010,32885.0
UNION,TN,23763.520882499986,2010,19088.0
GILES,TN,17787.92908500014,2010,29558.0
SUMNER,TN,69910.88393659047,2010,155592.0
HAWKINS,TN,39397.6653379503,2010,56562.0
MADISON,TN,41632.03165500213,2010,97378.0
WILLIAMSON,TN,68619.62229090277,2010,174260.0
SEQUATCHIE,TN,15096.817050000192,2010,13814.0
CLAY,TN,10021.099380000003,2010,7888.0
WHITE,TN,15644.068572262744,2010,25460.0
HENRY,TN,28342.178041275245,2010,32042.0
RUTHERFORD,TN,192560.09200204746,2010,250517.0
BEDFORD,TN,16466.66445000029,2010,44172.0
DEKALB,TN,17940.679830000186,2010,18569.0
GRAINGER,TN,18915.790147500007,2010,22419.0
DYER,TN,23539.236464999994,2010,38174.0
TIPTON,TN,17527.511040225218,2010,59689.0
SEVIER,TN,102757.67970000367,2010,87507.0
