BUYER_COUNTY,BUYER_STATE,mme,quantity,year
LEFLORE,MS,6540.695591325062,6901.0,2010
FORREST,MS,59173.89717431404,38654.0,2010
JONES,MS,32119.470165675426,19635.0,2010
TIPPAH,MS,6963.876765000075,4561.0,2010
SMITH,MS,1561.677799087504,1761.0,2010
CLAY,MS,6066.32477250004,4771.0,2010
LAUDERDALE,MS,38032.15211272607,25289.0,2010
CLAIBORNE,MS,1606.9334288625053,983.0,2010
GRENADA,MS,7034.370225000081,5780.0,2010
LAFAYETTE,MS,9135.797932725225,7396.0,2010
COAHOMA,MS,7136.365410225166,6215.0,2010
RANKIN,MS,45131.033396553445,35397.0,2010
PRENTISS,MS,6209.625108862629,4669.0,2010
CARROLL,MS,314.2955249999997,229.0,2010
LINCOLN,MS,15163.000470000225,9994.0,2010
JEFFERSON,MS,380.2168124999996,165.0,2010
LAWRENCE,MS,4126.883358862523,2128.0,2010
FRANKLIN,MS,3947.906805000013,1662.0,2010
PANOLA,MS,9432.746363400263,5957.0,2010
PONTOTOC,MS,7096.234410000096,5462.0,2010
COPIAH,MS,7262.291055000131,4813.0,2010
GREENE,MS,2354.405786362512,1074.0,2010
AMITE,MS,2651.6217563624978,1560.0,2010
NOXUBEE,MS,1626.636877500005,1121.0,2010
KEMPER,MS,2346.3439875,3284.0,2010
MONROE,MS,9447.066180000169,7129.0,2010
LEAKE,MS,5867.611455000097,5448.0,2010
TUNICA,MS,1409.3560500000046,664.0,2010
YALOBUSHA,MS,1584.671062500003,1849.0,2010
HUMPHREYS,MS,562.2915374999988,993.0,2010
WEBSTER,MS,3440.669265000021,2714.0,2010
CLARKE,MS,6299.654152500036,3229.0,2010
MADISON,MS,23918.563988176127,23574.0,2010
WASHINGTON,MS,9776.871037500276,11391.0,2010
PEARL RIVER,MS,25295.7341398505,15001.0,2010
GEORGE,MS,9991.478332687706,5750.0,2010
LEE,MS,27347.324713501388,23052.0,2010
ITAWAMBA,MS,11545.889021362758,9951.0,2010
WINSTON,MS,3893.6756063625,3003.0,2010
LOWNDES,MS,28060.8922504504,15460.0,2010
MARION,MS,21199.92040500045,15604.0,2010
BENTON,MS,1318.5455818124994,526.0,2010
COVINGTON,MS,7107.3021075001125,3906.0,2010
YAZOO,MS,4156.758142500029,2709.0,2010
MARSHALL,MS,2970.8407125000012,2317.0,2010
JACKSON,MS,76246.67690272577,40790.0,2011
SIMPSON,MS,14881.308440437715,10117.0,2011
HANCOCK,MS,21284.49327045041,12166.0,2011
SCOTT,MS,6967.344682500069,5951.0,2011
COAHOMA,MS,7314.035952712658,6293.0,2011
STONE,MS,11299.865013862784,7056.0,2011
PANOLA,MS,9343.376719087784,6280.0,2011
CLAIBORNE,MS,1195.4754375000032,603.0,2011
LAMAR,MS,13848.14524500015,5960.0,2011
PRENTISS,MS,7757.5649625002125,5545.0,2011
FORREST,MS,62274.06131021377,42247.0,2011
PERRY,MS,3847.7789213625183,2304.0,2011
COPIAH,MS,8508.987296362657,5789.0,2011
FRANKLIN,MS,3626.2319700000176,1691.0,2011
JEFFERSON,MS,453.21236636249887,209.0,2011
RANKIN,MS,51047.61500441663,41200.0,2011
GREENE,MS,1898.5169250000079,1035.0,2011
COVINGTON,MS,8850.798120000172,5202.0,2011
SMITH,MS,1764.2779088625052,1977.0,2011
LAUDERDALE,MS,41573.40326726392,27681.0,2011
KEMPER,MS,2026.6133250000064,2963.0,2011
BENTON,MS,1656.6526124999993,595.0,2011
GEORGE,MS,10784.318684737707,6439.0,2011
HUMPHREYS,MS,736.504447499999,1165.0,2011
MADISON,MS,26998.016892264037,30597.0,2011
WILKINSON,MS,3267.0455515874737,3561.0,2011
SHARKEY,MS,1150.6888499999998,1722.0,2011
HINDS,MS,42331.04562022911,39985.0,2011
SUNFLOWER,MS,4222.186282500028,3001.0,2011
JASPER,MS,1975.951650000005,1288.0,2011
WARREN,MS,18974.770853625338,12536.0,2011
TATE,MS,10950.79671045034,7581.0,2011
WALTHALL,MS,5122.017382500033,3973.0,2011
DESOTO,MS,56970.969424766416,43583.0,2011
CLARKE,MS,6619.159477500055,3600.0,2011
MONROE,MS,9743.1605625002,7966.0,2011
CHOCTAW,MS,2204.808881812508,2346.0,2011
CARROLL,MS,349.99147499999947,192.0,2011
CALHOUN,MS,3653.8614374999743,3961.0,2011
UNION,MS,8507.304285000222,7560.0,2011
GRENADA,MS,7986.309750000111,6808.0,2011
NEWTON,MS,4006.149461362511,3221.0,2011
MARSHALL,MS,3615.1505850000003,2845.0,2011
TUNICA,MS,1248.1127327250024,560.0,2011
ITAWAMBA,MS,10409.612715000276,9310.0,2011
BOLIVAR,MS,5973.2577452251135,5087.0,2011
NESHOBA,MS,16074.609225000228,10842.0,2011
OKTIBBEHA,MS,9077.771025000147,7529.0,2011
QUITMAN,MS,858.4893413625027,579.0,2011
LEFLORE,MS,7779.382520212618,8338.0,2011
CLAY,MS,6398.421202500063,4867.0,2011
HOLMES,MS,2285.3552250000007,2414.0,2011
LEAKE,MS,6111.5057327251025,5854.0,2011
CHICKASAW,MS,8149.156013175173,6740.0,2011
ATTALA,MS,5405.434597950057,3769.0,2011
MONTGOMERY,MS,2686.8586874999924,3103.0,2011
YAZOO,MS,5148.8213550000455,3321.0,2011
PIKE,MS,22476.266784075295,14061.0,2011
JEFFERSON DAVIS,MS,3949.5982538625226,2922.0,2011
LOWNDES,MS,30003.160894087992,16934.0,2011
LAFAYETTE,MS,10347.3235013628,9038.0,2011
ALCORN,MS,26104.410800175097,12558.0,2011
NOXUBEE,MS,1876.8992400000088,1321.0,2011
AMITE,MS,2683.208299087495,1507.0,2011
WAYNE,MS,19828.650011587597,9223.0,2011
HARRISON,MS,117222.71061589466,66114.0,2011
YALOBUSHA,MS,1732.9212000000007,1925.0,2011
TISHOMINGO,MS,14173.840552500307,8564.0,2011
JONES,MS,38299.735834312894,23424.0,2011
MARION,MS,26137.07300250035,17000.0,2011
TALLAHATCHIE,MS,1408.9965188625092,873.0,2011
LAWRENCE,MS,4717.841257725032,2093.0,2011
LINCOLN,MS,14091.282611362732,9969.0,2011
PONTOTOC,MS,8506.948935000146,6422.0,2011
PEARL RIVER,MS,28902.642077700264,16599.0,2011
WASHINGTON,MS,11233.961122500525,12905.0,2011
WEBSTER,MS,3563.1259125000206,2984.0,2011
WINSTON,MS,4493.293312500037,3222.0,2011
TIPPAH,MS,8090.467631362641,5659.0,2011
ADAMS,MS,17873.416797262827,16678.0,2011
LEE,MS,30477.63301950184,26605.0,2011
CLARKE,MS,7291.386855225062,3984.0,2012
ITAWAMBA,MS,10529.791946587806,9494.0,2012
WASHINGTON,MS,12543.761381363096,13650.0,2012
HUMPHREYS,MS,877.3742100000003,1190.0,2012
HINDS,MS,44762.67291214179,43796.0,2012
LOWNDES,MS,21305.430356587836,13086.0,2012
YALOBUSHA,MS,2004.0544499999976,1786.0,2012
WINSTON,MS,4586.1056488500535,3016.0,2012
LEE,MS,32281.375255089224,27504.0,2012
KEMPER,MS,1632.5083163625068,1694.0,2012
JACKSON,MS,76566.51595998878,43346.0,2012
CLAIBORNE,MS,968.680125450002,553.0,2012
AMITE,MS,3099.0468865875,1547.0,2012
LINCOLN,MS,15165.467280225204,10320.0,2012
COPIAH,MS,8885.828640000158,6648.0,2012
COVINGTON,MS,9707.138437500147,5451.0,2012
JEFFERSON,MS,499.22617499999865,215.0,2012
LAWRENCE,MS,5527.350514537529,2591.0,2012
LAFAYETTE,MS,11564.360021812832,9611.0,2012
CARROLL,MS,421.7143124999994,219.0,2012
NOXUBEE,MS,2082.046035000012,1180.0,2012
RANKIN,MS,54570.07973010422,43800.0,2012
HARRISON,MS,134343.58064224594,79302.0,2012
TISHOMINGO,MS,15322.306860000246,8327.0,2012
GREENE,MS,2235.9747525000103,1636.0,2012
SMITH,MS,2017.979220225007,1561.0,2012
HOLMES,MS,2434.428457500003,2732.0,2012
YAZOO,MS,5937.54318000005,4218.0,2012
LAUDERDALE,MS,44010.875158389266,29844.0,2012
CLAY,MS,6995.058217500058,5549.0,2012
BENTON,MS,1877.7371325000006,777.0,2012
WAYNE,MS,15167.294702250105,8637.0,2012
LAMAR,MS,15493.80770636268,6738.0,2012
FRANKLIN,MS,3525.5453625000237,1811.0,2012
JONES,MS,46880.361677700275,26830.0,2012
MONROE,MS,11411.91030750028,8528.0,2012
NEWTON,MS,4243.121520000011,3269.0,2012
TIPPAH,MS,8831.943288862649,5845.0,2012
GEORGE,MS,11670.572231325188,7153.0,2012
STONE,MS,11834.8593527252,6671.0,2012
MARSHALL,MS,4127.487337500011,3357.0,2012
WEBSTER,MS,3595.449828862523,3271.0,2012
BOLIVAR,MS,6571.1548663501135,5695.0,2012
PEARL RIVER,MS,36549.42216802568,20495.0,2012
PRENTISS,MS,8335.373992500232,6609.0,2012
FORREST,MS,72353.01009997647,45302.0,2012
SCOTT,MS,7531.697227500103,6351.0,2012
PIKE,MS,25768.088627250123,14811.0,2012
HANCOCK,MS,21874.497067950328,13054.0,2012
COAHOMA,MS,8366.970087450183,6890.0,2012
GRENADA,MS,9036.932355000135,7990.0,2012
ALCORN,MS,26529.121142024986,12916.0,2012
MARION,MS,29076.784830000386,16305.0,2012
PANOLA,MS,9886.619814300258,6407.0,2012
OKTIBBEHA,MS,9462.802432500128,7401.0,2012
ADAMS,MS,17306.83776180028,16860.0,2012
TUNICA,MS,1262.6129065875016,625.0,2012
LEAKE,MS,6834.032865000123,6474.0,2012
MADISON,MS,28278.57282112674,34985.0,2012
SHARKEY,MS,1298.1628499999956,2054.0,2012
LEFLORE,MS,8231.915819737678,8574.0,2012
TALLAHATCHIE,MS,1486.1967452250049,853.0,2012
ATTALA,MS,6071.294703862557,4119.0,2012
CHOCTAW,MS,2153.221353862502,2482.0,2012
CALHOUN,MS,3584.5781699999743,3717.0,2012
SIMPSON,MS,15861.395581237737,10862.0,2012
UNION,MS,8586.934766587727,6762.0,2012
JASPER,MS,2319.572700000009,1519.0,2012
NESHOBA,MS,16810.286692500264,11088.0,2012
SUNFLOWER,MS,4307.0717888625395,3035.0,2012
WILKINSON,MS,3746.141591362477,3651.0,2012
MONTGOMERY,MS,2939.847149999983,3512.0,2012
WARREN,MS,19718.16206658791,12792.0,2012
JEFFERSON DAVIS,MS,5300.392526362578,2739.0,2012
TATE,MS,11516.088004762914,8130.0,2012
WALTHALL,MS,4880.071852500031,2780.0,2012
CHICKASAW,MS,8384.834850450225,6991.0,2012
QUITMAN,MS,851.118836587502,568.0,2012
DESOTO,MS,61241.49984409088,44212.0,2012
PERRY,MS,4316.531925000028,1926.0,2012
PONTOTOC,MS,8751.107827500173,6890.0,2012
CASCADE,MT,24848.77674600126,17960.0,2006
FERGUS,MT,2647.2912643625077,1536.0,2006
SHERIDAN,MT,338.297484,177.0,2006
LINCOLN,MT,9734.053466500054,4511.0,2006
RICHLAND,MT,1112.0626095000025,865.0,2006
STILLWATER,MT,1393.705687500002,928.0,2006
FALLON,MT,862.2539760000003,488.0,2006
ROOSEVELT,MT,858.6225930000003,530.0,2006
BIG HORN,MT,1531.0910865000021,685.0,2006
BROADWATER,MT,472.4381144999994,284.0,2006
BEAVERHEAD,MT,1804.279275,1321.0,2006
DEER LODGE,MT,2530.555924500003,1254.0,2006
VALLEY,MT,1631.1918615000022,1150.0,2006
ROSEBUD,MT,991.4116875000008,586.0,2006
DAWSON,MT,2609.259205500007,1560.0,2006
MINERAL,MT,802.9987770000023,362.0,2006
POWELL,MT,1121.562562500003,693.0,2006
TETON,MT,904.8167625000008,471.0,2006
LAKE,MT,6907.033648612531,4114.0,2006
MADISON,MT,627.5789250000001,453.0,2006
MEAGHER,MT,226.08813749999985,131.0,2006
FLATHEAD,MT,48138.36136900208,22565.0,2006
HILL,MT,4613.69036250001,3371.0,2006
GALLATIN,MT,10981.19109945026,8679.0,2006
GLACIER,MT,2805.524808000004,1702.0,2006
RAVALLI,MT,10335.214484625048,5706.0,2006
SANDERS,MT,1877.2369710000075,1191.0,2006
LEWIS AND CLARK,MT,14748.55167150017,10842.0,2006
SILVER BOW,MT,11767.994081812536,7557.0,2006
PARK,MT,3053.449396725007,2488.0,2006
JEFFERSON,MT,747.4762935000015,388.0,2006
PONDERA,MT,1401.9641625000008,680.0,2006
JUDITH BASIN,MT,0.6054,2.0,2006
CUSTER,MT,4175.356612499999,2517.0,2006
MUSSELSHELL,MT,1194.1760130000007,488.0,2006
YELLOWSTONE,MT,51283.171417903184,33491.0,2006
MISSOULA,MT,29066.169450038848,18734.0,2006
DANIELS,MT,121.1025495,113.0,2006
CARBON,MT,966.793068000002,530.0,2006
CHOUTEAU,MT,951.5645250000006,397.0,2006
TOOLE,MT,604.395225,654.0,2006
POWDER RIVER,MT,187.0830749999998,148.0,2006
GARFIELD,MT,40.650450000000035,55.0,2006
LIBERTY,MT,86.967102,73.0,2006
BLAINE,MT,271.8287999999997,139.0,2006
SWEET GRASS,MT,600.3093749999998,302.0,2006
PHILLIPS,MT,568.1276609999986,747.0,2006
MADISON,MT,1224.039900000002,585.0,2007
JEFFERSON,MT,815.0057670000017,391.0,2007
LAKE,MT,7620.287414737535,4471.0,2007
MEAGHER,MT,223.70039999999992,131.0,2007
TETON,MT,1019.1036405000017,558.0,2007
POWELL,MT,1463.6857125000042,826.0,2007
CUSTER,MT,6316.788262500043,3160.0,2007
YELLOWSTONE,MT,56610.60411476544,33755.0,2007
BLAINE,MT,286.5026249999997,175.0,2007
HILL,MT,4051.776015,3535.0,2007
SILVER BOW,MT,13268.592819762642,8926.0,2007
FLATHEAD,MT,51194.81449550192,25671.0,2007
DEER LODGE,MT,3133.521322499998,1674.0,2007
GARFIELD,MT,15.740399999999996,49.0,2007
GLACIER,MT,3118.472790000003,1436.0,2007
GALLATIN,MT,12033.124284750389,9720.0,2007
RAVALLI,MT,9153.562930612568,5745.0,2007
SWEET GRASS,MT,641.1145875000008,302.0,2007
SANDERS,MT,3082.3341900000173,1867.0,2007
PARK,MT,3533.474387925,2756.0,2007
JUDITH BASIN,MT,0.3027,1.0,2007
CASCADE,MT,28295.859964501324,19490.0,2007
MISSOULA,MT,29767.07407498871,18914.0,2007
LEWIS AND CLARK,MT,16881.854311500312,12232.0,2007
MINERAL,MT,1231.9875000000045,471.0,2007
CHOUTEAU,MT,926.8514250000012,361.0,2007
BIG HORN,MT,1611.5102588625034,754.0,2007
DAWSON,MT,2879.7696878625047,1301.0,2007
DANIELS,MT,152.28354599999997,134.0,2007
SHERIDAN,MT,472.1496659999997,248.0,2007
MUSSELSHELL,MT,1269.2736344999996,577.0,2007
POWDER RIVER,MT,223.78627499999988,189.0,2007
LIBERTY,MT,166.29975299999995,127.0,2007
PHILLIPS,MT,549.0635249999981,677.0,2007
STILLWATER,MT,1370.6814000000004,804.0,2007
FALLON,MT,745.7787360000003,469.0,2007
ROOSEVELT,MT,467.49631199999936,321.0,2007
LINCOLN,MT,9679.53085050002,4455.0,2007
VALLEY,MT,2453.763709500005,1571.0,2007
PONDERA,MT,1421.8690163625024,764.0,2007
BROADWATER,MT,495.13297499999936,246.0,2007
FERGUS,MT,2391.5180207250087,1140.0,2007
CARBON,MT,919.807837500001,547.0,2007
BEAVERHEAD,MT,1586.2674750000022,1143.0,2007
ROSEBUD,MT,1157.7101250000012,803.0,2007
RICHLAND,MT,1317.4216590000015,1072.0,2007
TOOLE,MT,666.2496749999996,692.0,2007
CASCADE,MT,31969.41804086397,21866.0,2008
SHERIDAN,MT,705.9310590000001,397.0,2008
DANIELS,MT,132.09705,108.0,2008
JEFFERSON,MT,722.6740470000008,284.0,2008
PARK,MT,3773.033808150008,2674.0,2008
PONDERA,MT,1442.9967150000016,824.0,2008
CHOUTEAU,MT,958.0830750000013,450.0,2008
RAVALLI,MT,10831.670561737634,6841.0,2008
TETON,MT,982.4626875000032,538.0,2008
TOOLE,MT,663.5472750000004,844.0,2008
POWELL,MT,1499.9404500000046,822.0,2008
BLAINE,MT,420.6364649999997,334.0,2008
GLACIER,MT,3765.2776125000128,1708.0,2008
LAKE,MT,8908.080446562562,5251.0,2008
POWDER RIVER,MT,323.0873249999998,296.0,2008
BEAVERHEAD,MT,1389.8817750000023,1058.0,2008
GARFIELD,MT,19.070100000000004,59.0,2008
HILL,MT,5737.906443037558,5164.0,2008
FLATHEAD,MT,57954.767049589274,27296.0,2008
LIBERTY,MT,211.35575399999996,183.0,2008
SILVER BOW,MT,15208.882315212715,9801.0,2008
LINCOLN,MT,11307.32349150006,5046.0,2008
LEWIS AND CLARK,MT,19983.752957312958,13587.0,2008
SWEET GRASS,MT,544.6065000000003,253.0,2008
BROADWATER,MT,804.534337500001,331.0,2008
MEAGHER,MT,220.73677886249982,138.0,2008
MADISON,MT,1210.404600000002,732.0,2008
MINERAL,MT,1280.1916500000038,545.0,2008
JUDITH BASIN,MT,0.3027,1.0,2008
RICHLAND,MT,1513.063821000006,1328.0,2008
CARBON,MT,814.9607625000018,474.0,2008
DEER LODGE,MT,3807.9497599500023,1943.0,2008
GALLATIN,MT,13690.326356475525,10860.0,2008
VALLEY,MT,2914.2009630000102,1935.0,2008
ROOSEVELT,MT,450.29513249999917,414.0,2008
PHILLIPS,MT,483.70117499999793,729.0,2008
SANDERS,MT,4242.338287500027,2446.0,2008
MUSSELSHELL,MT,1443.5726625000007,756.0,2008
BIG HORN,MT,1502.7948827250032,680.0,2008
YELLOWSTONE,MT,59179.951212977285,35643.0,2008
ROSEBUD,MT,1341.3510825000012,946.0,2008
STILLWATER,MT,1576.005937500001,902.0,2008
CUSTER,MT,6454.325475000045,3444.0,2008
FERGUS,MT,2364.3516225000026,1386.0,2008
DAWSON,MT,3302.1892200000066,1549.0,2008
MISSOULA,MT,31938.319305526245,20757.0,2008
FALLON,MT,662.438896500001,570.0,2008
MUSSELSHELL,MT,1768.1390249999965,1117.0,2009
MADISON,MT,1223.6150625000028,954.0,2009
HILL,MT,7008.294558862621,6240.0,2009
MINERAL,MT,1405.4419125000036,712.0,2009
RICHLAND,MT,1679.2378875000045,1514.0,2009
PARK,MT,4567.2706049625185,3156.0,2009
YELLOWSTONE,MT,60051.413909289324,37746.0,2009
POWELL,MT,2189.819115000006,1169.0,2009
CHOUTEAU,MT,1149.198750000002,573.0,2009
ROSEBUD,MT,1517.7174000000002,1111.0,2009
LAKE,MT,9425.16355522516,6036.0,2009
GARFIELD,MT,24.512137500000023,45.0,2009
TETON,MT,1167.9003188625047,736.0,2009
VALLEY,MT,3363.7973250000123,2061.0,2009
FERGUS,MT,2304.419332500003,1613.0,2009
DANIELS,MT,261.3683624999998,184.0,2009
DAWSON,MT,3621.785512500005,1775.0,2009
SHERIDAN,MT,516.4174499999995,282.0,2009
CUSTER,MT,8555.40697500007,4354.0,2009
STILLWATER,MT,1607.2802250000007,1011.0,2009
LIBERTY,MT,146.63355,110.0,2009
LINCOLN,MT,12056.278912500095,6133.0,2009
BIG HORN,MT,1889.8941231750027,986.0,2009
SWEET GRASS,MT,520.8440249999994,354.0,2009
PHILLIPS,MT,629.8993874999994,714.0,2009
JEFFERSON,MT,882.8536500000013,507.0,2009
POWDER RIVER,MT,446.58599999999944,295.0,2009
BROADWATER,MT,781.3893000000003,437.0,2009
BLAINE,MT,608.8367999999998,477.0,2009
BEAVERHEAD,MT,1491.9440250000025,1090.0,2009
TOOLE,MT,678.551025,788.0,2009
MEAGHER,MT,188.37397499999986,120.0,2009
ROOSEVELT,MT,1227.3551025000027,1127.0,2009
RAVALLI,MT,11997.939921562705,7656.0,2009
FALLON,MT,874.1570250000016,624.0,2009
CASCADE,MT,33850.2079584013,22954.0,2009
SANDERS,MT,3930.52279886252,2613.0,2009
FLATHEAD,MT,56153.62798961389,28581.0,2009
PONDERA,MT,1681.949741362504,951.0,2009
MISSOULA,MT,34340.344663388365,22749.0,2009
GALLATIN,MT,15968.25205383822,13161.0,2009
DEER LODGE,MT,3424.0215750000066,1841.0,2009
WHEATLAND,MT,0.3027,1.0,2009
LEWIS AND CLARK,MT,20974.63133681304,14369.0,2009
JUDITH BASIN,MT,0.6054,2.0,2009
GLACIER,MT,4027.1078625000105,1840.0,2009
SILVER BOW,MT,17378.986552012666,10921.0,2009
CARBON,MT,919.9287750000017,481.0,2009
MEAGHER,MT,322.4336624999998,240.0,2010
POWDER RIVER,MT,317.44402499999967,290.0,2010
BEAVERHEAD,MT,1887.2185425000027,1365.0,2010
GALLATIN,MT,19747.798066088377,16827.0,2010
JEFFERSON,MT,907.6974375000026,570.0,2010
LEWIS AND CLARK,MT,20945.356497038214,15684.0,2010
VALLEY,MT,3373.963725000015,1976.0,2010
JUDITH BASIN,MT,1.2108,4.0,2010
TOOLE,MT,895.125037500002,936.0,2010
DEER LODGE,MT,3447.5683615875155,1982.0,2010
BROADWATER,MT,848.6484749999997,461.0,2010
FERGUS,MT,2677.8825563625087,2377.0,2010
SWEET GRASS,MT,698.5940250000003,514.0,2010
GRANITE,MT,26.902875,19.0,2010
PARK,MT,6335.250586312594,4338.0,2010
SANDERS,MT,4461.945941362524,3197.0,2010
LIBERTY,MT,126.41534999999998,125.0,2010
PHILLIPS,MT,632.3713874999997,782.0,2010
STILLWATER,MT,1592.0073374999995,1116.0,2010
DAWSON,MT,4578.255791362525,2658.0,2010
CUSTER,MT,9007.264012500094,5194.0,2010
PONDERA,MT,1959.4670625000024,1105.0,2010
SHERIDAN,MT,584.8700249999996,316.0,2010
MISSOULA,MT,38241.16618567632,26946.0,2010
DANIELS,MT,342.8406374999998,173.0,2010
CASCADE,MT,34384.212900901715,24988.0,2010
GLACIER,MT,4986.046087500015,3069.0,2010
LINCOLN,MT,13394.870216362644,6820.0,2010
HILL,MT,6603.246480000124,5932.0,2010
CHOUTEAU,MT,911.5462125000007,608.0,2010
ROSEBUD,MT,1903.42044,1176.0,2010
GARFIELD,MT,0.6054,2.0,2010
SILVER BOW,MT,17390.015712937733,11305.0,2010
LAKE,MT,9814.52326500019,6871.0,2010
TETON,MT,1614.141367500007,986.0,2010
RAVALLI,MT,13148.338524525268,9544.0,2010
ROOSEVELT,MT,1704.6274875000051,1442.0,2010
FALLON,MT,798.7978499999997,562.0,2010
POWELL,MT,3514.3066125000073,1586.0,2010
MADISON,MT,1053.5038500000019,1022.0,2010
CARBON,MT,873.4244663625017,572.0,2010
FLATHEAD,MT,50114.530492013626,28155.0,2010
RICHLAND,MT,1811.9812575000005,1679.0,2010
MUSSELSHELL,MT,2150.736487499997,1287.0,2010
BLAINE,MT,702.2490000000014,526.0,2010
BIG HORN,MT,2001.919714537505,1157.0,2010
MINERAL,MT,1874.1197477250046,981.0,2010
YELLOWSTONE,MT,71886.68210658983,48473.0,2010
RICHLAND,MT,2369.6368200000024,2164.0,2011
FALLON,MT,894.3433875000002,681.0,2011
BLAINE,MT,731.9694000000019,611.0,2011
LAKE,MT,10932.295878862718,8082.0,2011
CHOUTEAU,MT,941.3477475000027,663.0,2011
DANIELS,MT,476.78902499999975,235.0,2011
SANDERS,MT,5075.22492750005,4287.0,2011
LIBERTY,MT,202.155375,117.0,2011
WHEATLAND,MT,220.55834999999988,154.0,2011
PHILLIPS,MT,811.1365199999997,977.0,2011
STILLWATER,MT,1851.3814874999994,1228.0,2011
BIG HORN,MT,2062.4017356750064,1266.0,2011
RAVALLI,MT,14472.726347250305,11314.0,2011
CASCADE,MT,34403.82986385154,27248.0,2011
PONDERA,MT,2046.8489068125045,1290.0,2011
SWEET GRASS,MT,618.5021999999997,627.0,2011
MADISON,MT,1307.4852750000025,1130.0,2011
SHERIDAN,MT,798.9594000000003,439.0,2011
DAWSON,MT,4614.059925000031,2925.0,2011
MUSSELSHELL,MT,2331.1257000000032,1314.0,2011
CUSTER,MT,8508.229432725131,4950.0,2011
SILVER BOW,MT,17542.562071800156,11637.0,2011
FERGUS,MT,3280.810837500019,2948.0,2011
HILL,MT,5586.803891362576,5451.0,2011
YELLOWSTONE,MT,78146.45918587853,54162.0,2011
MINERAL,MT,2093.9668163625047,1067.0,2011
LINCOLN,MT,13562.60959931262,7345.0,2011
TOOLE,MT,976.485652500002,892.0,2011
DEER LODGE,MT,3462.5481000000104,2265.0,2011
MISSOULA,MT,41627.344587713764,29644.0,2011
ROSEBUD,MT,2217.3609150000048,1234.0,2011
VALLEY,MT,3621.7092750000206,2226.0,2011
BEAVERHEAD,MT,2008.949302500004,2106.0,2011
GLACIER,MT,4615.384215000025,3323.0,2011
FLATHEAD,MT,46531.458348600885,28588.0,2011
POWDER RIVER,MT,390.9026249999994,322.0,2011
LEWIS AND CLARK,MT,22080.492087713275,17945.0,2011
POWELL,MT,3488.170878862508,1581.0,2011
PARK,MT,6841.463358150058,4627.0,2011
GRANITE,MT,273.44418749999994,184.0,2011
TETON,MT,1823.5497750000068,1254.0,2011
CARBON,MT,1103.5433702250016,625.0,2011
JEFFERSON,MT,1017.0980775000014,822.0,2011
ROOSEVELT,MT,1830.6409125000066,1474.0,2011
JUDITH BASIN,MT,0.6054,2.0,2011
MEAGHER,MT,431.6020124999997,325.0,2011
BROADWATER,MT,1138.747425,705.0,2011
GALLATIN,MT,20791.40516017576,18524.0,2011
BLAINE,MT,692.3915025000017,529.0,2012
FALLON,MT,947.5145250000014,638.0,2012
JUDITH BASIN,MT,0.6054,2.0,2012
WHEATLAND,MT,357.25402500000007,204.0,2012
PHILLIPS,MT,1034.416927500003,1011.0,2012
CHOUTEAU,MT,1103.1856200000018,686.0,2012
CARTER,MT,0.3027,1.0,2012
YELLOWSTONE,MT,86899.22569402754,58079.0,2012
POWDER RIVER,MT,612.1852500000002,377.0,2012
MISSOULA,MT,43455.24473928878,30265.0,2012
CUSTER,MT,8139.099589087614,4721.0,2012
MUSSELSHELL,MT,2167.580325000002,1270.0,2012
MADISON,MT,1343.5893000000035,1088.0,2012
RICHLAND,MT,2715.290940000011,2199.0,2012
FLATHEAD,MT,43667.564143800715,26787.0,2012
BIG HORN,MT,2041.540882725004,1572.0,2012
LEWIS AND CLARK,MT,21441.81163451304,16650.0,2012
TETON,MT,1959.4431750000088,1324.0,2012
LAKE,MT,12246.129514537617,8527.0,2012
CARBON,MT,1288.4185125000013,712.0,2012
DEER LODGE,MT,3201.7755075000127,1974.0,2012
RAVALLI,MT,16598.111036325212,11537.0,2012
PARK,MT,7763.632596787604,5022.0,2012
GALLATIN,MT,22186.1828752132,18944.0,2012
SANDERS,MT,6201.746921362549,4801.0,2012
PONDERA,MT,2380.3053347625064,1413.0,2012
CASCADE,MT,37845.21045701359,26988.0,2012
LINCOLN,MT,14469.0095065876,7706.0,2012
GLACIER,MT,4775.268975000018,3484.0,2012
ROOSEVELT,MT,2376.3536625000065,1830.0,2012
ROSEBUD,MT,2431.9333627125066,1200.0,2012
DANIELS,MT,430.30289999999985,175.0,2012
SHERIDAN,MT,711.8907749999997,418.0,2012
DAWSON,MT,4779.080662500023,2868.0,2012
STILLWATER,MT,2124.585420000001,1271.0,2012
LIBERTY,MT,88.876275,93.0,2012
SWEET GRASS,MT,543.5166374999994,414.0,2012
GRANITE,MT,208.36169999999973,172.0,2012
POWELL,MT,3249.783247500006,1438.0,2012
JEFFERSON,MT,1070.3488577250007,823.0,2012
BROADWATER,MT,1374.532725,742.0,2012
FERGUS,MT,3427.4562000000096,3183.0,2012
BEAVERHEAD,MT,2283.483641362507,2090.0,2012
VALLEY,MT,4018.64934000001,2395.0,2012
TOOLE,MT,1006.1738550000026,877.0,2012
HILL,MT,5637.871046587557,4289.0,2012
MINERAL,MT,1876.3417129500033,934.0,2012
MEAGHER,MT,463.71941249999963,368.0,2012
SILVER BOW,MT,18041.924692012657,11449.0,2012
LINCOLN,NC,25805.05467453834,19652.0,2006
SURRY,NC,45651.97280617657,24258.0,2006
BUNCOMBE,NC,77783.9555023926,54116.0,2006
